group,feature,smd_before,smd_after_overlap,abs_smd_before,abs_smd_after_overlap
B1,ventilation_on_min,-0.12171729805582843,0.06834038898123773,0.12171729805582843,0.06834038898123773
B1,ventilation_on_max,0.00276785164228691,-0.4120780331889104,0.00276785164228691,0.4120780331889104
B1,ventilation_on_std,0.0235350274651576,-0.42595517282688034,0.0235350274651576,0.42595517282688034
B1,ventilation_on_first,-0.27959223472548145,-0.2924655915796018,0.27959223472548145,0.2924655915796018
B1,ventilation_on_last,0.07558920632011977,0.07428794493629022,0.07558920632011977,0.07428794493629022
B1,ventilation_on_delta,0.3286605710910339,0.3390459453192332,0.3286605710910339,0.3390459453192332
B1,ventilation_on_slope,0.04858613361096442,0.3078961122603151,0.04858613361096442,0.3078961122603151
B2,age,0.22526779484601622,0.24749330425223298,0.22526779484601622,0.24749330425223298
B2,bmi,-0.12227741690773242,-0.2177358997625732,0.12227741690773242,0.2177358997625732
B2,hemoglobin_mean,0.08767629664749539,-0.019595543254162046,0.08767629664749539,0.019595543254162046
B2,hemoglobin_median,0.07106192478704307,0.06198008917282569,0.07106192478704307,0.06198008917282569
B2,hemoglobin_min,-0.12401632674086817,-0.06208485731895134,0.12401632674086817,0.06208485731895134
B2,hemoglobin_max,0.3631199347364203,-0.1960659637938907,0.3631199347364203,0.1960659637938907
B2,hemoglobin_std,0.4304295090249652,-0.06474216698276652,0.4304295090249652,0.06474216698276652
B2,hemoglobin_first,0.3472610211891913,-0.19189709581855224,0.3472610211891913,0.19189709581855224
B2,hemoglobin_last,-0.13072255104803993,-0.0716568806795801,0.13072255104803993,0.0716568806795801
B2,hemoglobin_delta,-0.4549653215133153,0.1770994732478943,0.4549653215133153,0.1770994732478943
B2,hemoglobin_slope,0.22811712804890225,0.19965882955891967,0.22811712804890225,0.19965882955891967
B2,lactate_mean,0.25115229515972937,0.07449591612657466,0.25115229515972937,0.07449591612657466
B2,lactate_median,0.1626394004520702,-0.030069252486784073,0.1626394004520702,0.030069252486784073
B2,lactate_min,0.2529437778490246,0.465721041664069,0.2529437778490246,0.465721041664069
B2,lactate_max,0.27800526955276456,0.05856984131126936,0.27800526955276456,0.05856984131126936
B2,lactate_std,0.18339579898095318,-0.21317185164738917,0.18339579898095318,0.21317185164738917
B2,lactate_first,0.3442822865384518,0.38652023516880263,0.3442822865384518,0.38652023516880263
B2,lactate_last,0.08319329737719765,-0.22901509650847374,0.08319329737719765,0.22901509650847374
B2,lactate_delta,-0.27185106435261264,-0.5372916518432318,0.27185106435261264,0.5372916518432318
B2,lactate_slope,-0.43161346380915977,-0.5897264711383241,0.43161346380915977,0.5897264711383241
B2,creatinine_mean,-0.03171326556941354,-0.09074061831260838,0.03171326556941354,0.09074061831260838
B2,creatinine_median,-0.038535872543188326,-0.12693684013144868,0.038535872543188326,0.12693684013144868
B2,creatinine_min,-0.1467358275800294,0.0881310311791181,0.1467358275800294,0.0881310311791181
B2,creatinine_max,0.06656728607131904,-0.06375602399490006,0.06656728607131904,0.06375602399490006
B2,creatinine_std,0.3297988988032485,-0.0798466968804775,0.3297988988032485,0.0798466968804775
B2,creatinine_first,-0.1417087613330614,0.08065895671093788,0.1417087613330614,0.08065895671093788
B2,creatinine_last,0.03786343213190883,-0.07764928288685506,0.03786343213190883,0.07764928288685506
B2,creatinine_delta,0.20628229528445766,-0.1956605787689663,0.20628229528445766,0.1956605787689663
B2,creatinine_slope,0.0857380710315025,-0.07484161418462089,0.0857380710315025,0.07484161418462089
B2,platelets_mean,-0.07645068376245298,-0.03533687707411396,0.07645068376245298,0.03533687707411396
B2,platelets_median,-0.10560996260413948,-0.0362208675917269,0.10560996260413948,0.0362208675917269
B2,platelets_min,-0.23591321791161698,-0.07491164404626566,0.23591321791161698,0.07491164404626566
